problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99
f13_i1,0.108183816,-0.080266446,0.15051915,-0.12690866,-0.18798162,0.29677615,-0.2192328,-0.1645154,0.13065301,-0.21095325,0.27473605,-0.19841196,0.16423824,-0.243912,0.1884367,-0.113833725,-0.17954995,0.18519263,-0.41620815,0.2871933,-0.2120638,-0.19117124,-0.18230492,0.23312448,-0.20994887,0.2887623,0.14331597,0.21624085,0.15107407,0.13258062,0.112055354,-0.25948572,0.14565986,0.15982905,0.15299204,0.27496994,0.18066362,0.1395636,0.15246086,-0.2016159,-0.18108293,0.18130688,0.18542407,-0.1258967,0.22273548,0.18029033,0.23054072,0.15640928,-0.15661702,0.024470845,-0.1864187,0.24645193,0.07359555,0.28507373,0.17414127,0.17102109,-0.17522277,-0.2714708,-0.11404991,-0.089776166,0.27596813,0.21660338,-0.24793634,-0.10038012,-0.1649283,-0.24007896,-0.27091417,0.31152046,-0.09355199,0.12511517,0.22520745,0.18308525,-0.1566468,-0.22596075,-0.19922258,0.07983267,0.25032246,-0.19564012,-0.28249502,0.09596548,0.15326123,-0.21294762,0.035409987,-0.21326452,0.2208841,-0.1789077,-0.15763421,0.20970145,-0.21343608,0.12901591,-0.21497811,0.17886005,0.021763032,0.33315793,0.1937649,-0.26811182,-0.22289547,0.20181568,0.30091482,0.23205249
f13_i2,0.12852684,-0.11095626,0.1307953,-0.15722351,-0.23729734,0.25507456,-0.21448229,-0.15252548,0.15065749,-0.21360277,0.2421296,-0.22415936,0.19859765,-0.2658932,0.28423733,-0.117418565,-0.14853029,0.17104608,0.106847756,0.19530718,-0.2015698,-0.20980516,-0.025771938,0.16575465,-0.24386384,0.052562088,0.18925898,0.18211026,0.275603,0.18706995,0.21805906,-0.24727109,0.29219386,0.27287164,0.17052522,0.11590535,0.119449385,0.16209848,0.050929233,-0.24823192,-0.24404606,0.15029411,0.14909485,-0.26111704,0.17268674,0.1882487,0.22598128,0.10425657,-0.27804273,0.19975236,-0.18822435,0.17379501,0.11783433,0.25010085,0.18292825,0.19593072,-0.17599759,-0.13560277,-0.16849624,-0.116001956,0.17463714,0.22242497,-0.10399893,-0.17389908,-0.20664482,-0.32905644,-0.2631347,0.25544006,-0.23606434,0.21010958,0.2644923,0.0697998,-0.3432096,-0.16829386,-0.2562121,0.1953901,0.15823033,-0.092993304,-0.18202078,0.06838041,0.046775017,-0.17298315,-0.061763998,-0.23872247,0.2949508,-0.23624268,-0.16084006,0.1981313,-0.24506617,0.07405013,-0.18590388,0.21352863,0.1428729,0.14767532,0.15981555,-0.24316862,-0.2563423,0.15728328,0.29168916,0.19426863
f13_i3,0.13257106,-0.22750686,0.17692684,-0.22575471,-0.1070647,0.24364418,-0.17544061,-0.14408635,0.21376196,-0.1795739,0.13047288,-0.2030011,0.14264219,-0.22890061,0.28934625,-0.27136213,-0.26458865,0.21859586,-0.28633618,0.14420664,-0.204402,-0.053152032,-0.1515345,0.19510524,-0.24558556,0.20620212,-0.050307885,0.19459686,0.3232955,0.29551774,0.20002379,-0.09846412,0.11880262,0.17499402,0.23259063,0.19631562,0.15473278,0.19051678,0.16962534,-0.20825323,-0.21723284,0.25826037,0.23504074,-0.17008817,0.20364243,0.26811343,0.24740551,0.20739833,-0.17680547,0.14786178,-0.2821425,0.19554836,0.18541409,0.12116823,0.23474714,0.19118235,-0.16598165,-0.13570601,-0.22635797,0.22102995,0.12768178,0.24953108,-0.23952948,-0.18173294,-0.11646139,-0.16722491,-0.23876266,0.111737885,-0.157033,0.13386428,0.16239308,0.18685518,-0.08661921,-0.1666712,-0.25077185,0.18514831,0.14668478,-0.165227,-0.10780241,0.10172718,0.048453998,-0.23944609,0.1222052,-0.28117675,0.13238688,-0.2135532,-0.21482351,0.10828722,-0.28098953,0.058864634,-0.29779238,0.19668691,-0.17816591,0.15661873,0.103978135,-0.2216453,-0.176685,0.20185958,0.2957447,0.2155592
f13_i4,0.13838266,-0.31430763,0.15790571,-0.23805834,-0.16347544,0.29959837,-0.21927465,-0.23977304,0.15266879,-0.23618765,0.20796895,-0.28965476,0.17027496,-0.17040874,0.19478725,-0.233934,-0.23421031,0.18651885,-0.13303916,0.276575,-0.18132828,0.009568126,-0.25952694,0.17349197,-0.23881662,0.31924534,0.23433132,0.21423264,0.19211352,0.3306305,0.19077517,-0.18462871,0.26152134,0.24093673,0.17510834,0.13757525,0.13766964,0.08225899,0.085604094,-0.18548726,-0.18326165,0.14323306,0.26924002,-0.18157633,0.08498373,0.14406213,0.20724581,0.13895342,-0.21004377,0.23595607,-0.15563038,0.12299794,0.1346736,0.27826002,0.21589845,0.15008777,-0.20506962,-0.1446057,-0.20690833,-0.09179989,0.13217208,0.20215583,-0.20595953,-0.26755905,-0.18547669,-0.16619128,-0.25296935,0.114397965,-0.11750026,0.1373948,0.20191698,0.19596164,0.03809024,-0.25462466,-0.1396282,0.09322134,0.24311551,-0.19298229,-0.23613285,0.25558686,-0.32309142,-0.29119757,0.35359317,-0.16402218,0.16230698,-0.22657016,-0.2371451,0.06790281,-0.14004712,-0.0997981,-0.22958012,0.29576838,-0.1714401,0.17167947,0.14771739,-0.14082935,-0.18325602,0.15475267,0.22785567,0.2384279
f13_i5,0.25712237,-0.20758905,0.17680556,-0.24282613,-0.2858206,0.1885013,-0.17842555,-0.29090577,0.10745645,-0.1446361,0.16922277,-0.1569677,0.22243711,-0.24709934,0.1585604,-0.121647924,-0.23323719,0.13940479,-0.2111094,0.19562687,-0.10750508,-0.080405205,-0.1667086,0.19229761,-0.123799115,0.2111142,0.10717604,0.17833386,0.17575265,0.27265617,0.19635668,-0.24398486,0.20854007,0.2268864,0.13151203,0.16863294,0.10809218,0.09369022,0.164536,-0.11302421,-0.24375115,0.2432599,0.16670886,-0.22403194,0.25787082,0.2694214,0.20110698,0.07591326,-0.20369448,0.13891889,-0.15976718,0.14993015,0.21168485,0.2628903,0.25311482,0.20498747,-0.19454227,-0.19831783,-0.20673504,0.015365249,0.16874412,0.31204474,-0.23664002,-0.22624491,-0.1715729,-0.2256106,-0.25854415,0.10782395,-0.14223245,0.23096672,0.24058023,0.2293369,-0.22074133,-0.13591728,-0.14835921,0.22837965,0.22133823,-0.24724975,-0.2385776,0.19660872,-0.2095016,-0.2902346,-0.08565126,-0.19852588,0.22620994,-0.24199015,-0.13671368,0.22632977,-0.18729934,0.01921892,-0.20398992,0.21251862,0.07908318,0.072907865,0.19560078,-0.19381757,-0.27072123,0.14180952,0.16831619,0.28095224
f14_i1,0.17177862,-0.0963362,0.18374608,-0.21241899,-0.26680744,0.17532977,-0.23430367,-0.12999965,0.21742465,-0.13558349,0.21308762,-0.24777411,0.1507111,-0.18779634,0.26562473,-0.09561803,-0.2320416,0.20320275,-0.13650465,0.03601741,-0.2507562,-0.15805955,-0.29994267,0.21779862,-0.16144371,0.18885756,0.21013525,0.24230352,0.18763512,0.16354407,0.2774216,-0.1298182,0.19441497,0.14713438,0.21557046,0.17236605,0.2375497,0.1809353,0.21057914,-0.22104762,-0.2328107,0.10064455,0.23349246,-0.20278542,0.19191524,0.27433798,0.36019072,0.101441674,-0.17599952,0.16100752,-0.23453651,0.116251424,0.157475,0.14860973,0.17196624,0.18899137,-0.14892235,-0.21767823,-0.16123945,-0.03373677,0.26933682,0.27188805,-0.22869337,-0.15002565,-0.14746621,-0.30488288,-0.26450032,0.03909409,-0.16922474,0.2914489,0.16255997,0.3175269,-0.27815622,-0.07195468,-0.18096928,0.19843452,0.23933846,-0.13250808,-0.1591672,0.21308598,0.023915505,-0.14186224,-0.17884289,-0.1347857,0.12088875,-0.21846944,-0.20071125,0.18376708,-0.19947937,-0.11625319,-0.13471426,0.2214135,-0.021777838,0.10247233,0.2587326,-0.22272857,-0.09468239,0.123131864,0.15455386,0.09692866
f14_i2,0.16454658,-0.2501755,0.08220928,-0.19169265,-0.25138947,0.19016208,-0.21469016,-0.09981527,0.24604385,-0.09972165,0.27785763,-0.21158384,0.12749231,-0.19656374,0.14508486,-0.11734771,-0.13171357,0.28715137,-0.12599592,0.24398613,-0.15416232,-0.20414852,-0.3000506,0.17575367,-0.18418863,0.05903881,0.09878652,0.15107843,0.14852612,0.12599878,0.25400305,-0.1936453,0.231171,0.20081368,0.22941773,0.2045168,0.30775693,0.2928503,0.17304824,-0.25400287,-0.18858337,0.22191873,0.21249308,-0.14256875,0.19863664,0.268939,0.24367769,0.23366182,-0.13020802,0.23962587,-0.16613562,0.22005902,0.1765826,0.20358434,0.16478308,0.20635465,-0.26375636,-0.26477998,-0.17234182,0.15902546,0.1933284,0.22939552,-0.14100333,-0.107777715,-0.14775656,-0.14804168,-0.31193888,0.05001548,-0.14970575,0.18595536,0.3310111,0.17091481,-0.21513338,-0.27849665,-0.095620245,0.25283566,0.19987153,-0.07030621,-0.22725128,0.22077729,0.34225643,-0.3012775,-0.0026040138,-0.1549318,0.20840314,-0.23950966,-0.18726924,0.1428095,-0.14685507,0.091341704,-0.13834198,0.12013794,-0.031935293,0.15925701,0.20449774,-0.1750389,-0.18221617,0.11420563,0.3220141,0.25742614
f14_i3,0.16283219,-0.23607048,0.12965837,-0.25656423,-0.24827456,0.2914958,-0.22011346,-0.20959671,0.15841119,-0.13484998,0.21410827,-0.26137125,0.18002106,-0.20268917,0.23655927,-0.29530945,-0.2230735,0.15552762,-0.117709056,0.26251528,-0.19880165,-0.17300364,-0.19389375,0.11360117,-0.16048576,0.18597178,0.11230765,0.20771232,0.24767756,0.2021891,0.21791591,-0.25417966,0.1267731,0.1291366,0.1398724,0.17346628,0.21099769,0.27999482,0.22155139,-0.23817448,-0.09605615,0.22677207,0.19085509,-0.19378024,0.28159213,0.18870252,0.24957335,0.14691263,-0.19319515,0.3058185,-0.17597473,0.19825381,0.22983162,0.089403726,0.13433245,0.18975097,-0.16585965,-0.085894085,-0.14568236,0.16995761,0.28770736,0.26951912,-0.24758272,-0.16419402,-0.2825148,-0.14065322,-0.180413,0.3044339,-0.12878825,0.1593525,0.15737253,0.21187142,0.1971545,-0.1743765,-0.24947017,0.31235647,0.13865386,-0.11092485,-0.22403963,0.20788924,0.23167342,-0.26047483,-0.0923996,-0.25075054,0.20751336,-0.210773,-0.1523466,0.24303257,-0.1648631,0.119962715,-0.26046425,0.28786334,0.12369817,0.37709463,0.1395333,-0.22898221,-0.17615314,0.17479292,0.2156711,0.16686757
f14_i4,0.18149295,-0.09305285,0.0061978674,-0.17390944,-0.25702417,0.22110084,-0.2947887,-0.27258503,0.22542574,-0.12585984,0.20341347,-0.18329124,0.1732764,-0.25861636,0.22653204,-0.22426887,-0.24161516,0.22753926,-0.14739752,0.23533715,-0.15287906,-0.17362642,-0.21170422,0.23250788,-0.15864733,0.121430956,0.1783249,0.11319098,0.13425349,0.29934603,0.2522293,-0.30067262,0.16743939,0.1927123,0.23925167,0.19377397,0.25285438,0.2573015,0.1988162,-0.13998751,-0.13350667,0.122157775,0.17719394,-0.24379402,0.26198405,0.18085581,0.28051308,0.28259134,-0.1555481,0.23214382,-0.15511748,0.29102203,0.19540219,0.102184154,0.16743334,0.20838544,-0.15088695,-0.21054277,-0.17154555,0.07403919,0.25261548,0.32566407,-0.1822662,-0.17836589,-0.29205447,-0.18137565,-0.10768852,0.016298475,-0.13752665,0.18878037,0.21304913,0.20137355,-0.30184355,-0.11250587,-0.18611017,0.17457896,0.25969076,-0.18885009,-0.2117114,0.13695757,0.24291453,-0.18500197,0.015952434,-0.29150558,0.11321245,-0.15867049,-0.12220903,0.1597057,-0.08040379,-0.044255037,-0.08758806,0.19645984,-0.01719728,0.22944072,0.1672682,-0.20393723,-0.15699427,0.2924143,0.19085434,0.1957362
f14_i5,0.22817484,-0.28906155,0.24937023,-0.21758601,-0.1552281,0.108464666,-0.22031875,-0.27097806,0.25851366,-0.18436395,0.1294815,-0.22228569,0.08981857,-0.24587207,0.16598326,-0.20379683,-0.29972634,0.2469185,0.07465884,0.14928234,-0.2276525,-0.20796722,-0.15699255,0.20438309,-0.1592117,0.24923031,-0.03087794,0.23857677,0.33000457,0.1310216,0.24073467,-0.14461705,0.21138285,0.13609113,0.24868397,0.22654246,0.11031979,0.07705164,0.14096245,-0.18649459,-0.21550052,0.16076557,0.26773334,-0.097159065,0.17733246,0.27950874,0.18799303,0.17105705,-0.12937026,0.102597475,-0.16726646,0.1669396,0.14110027,0.18556948,0.17987007,0.2037695,-0.32011655,-0.15528134,-0.18879867,0.09090675,0.18048346,0.21002059,-0.22297588,-0.26291424,-0.19809708,-0.23606017,-0.18194617,0.118803985,-0.17822179,0.115399644,0.16218697,0.24893987,0.02550283,-0.13604562,-0.24618378,0.21548477,0.24248117,-0.20541736,-0.14123794,0.100383475,0.11977007,-0.29290962,0.051982246,-0.24713369,0.25991255,-0.2669287,-0.2345971,0.25939432,-0.1727698,0.0647865,-0.20230606,0.18711832,0.02267618,0.27903438,0.1871783,-0.24444889,-0.22152841,0.25235882,0.2284629,0.23213716
f15_i1,0.210267,-0.16839533,0.1553541,-0.24142091,-0.2645529,0.14830713,-0.17460522,-0.2518513,0.17191721,-0.21227287,0.17428619,-0.2940318,0.14760852,-0.20673464,0.16569299,-0.11204932,-0.21108949,0.23706305,-0.30042693,0.16010061,-0.13501121,-0.23290503,-0.15440585,0.22016045,-0.15900385,0.20970075,0.0050667007,0.109235875,0.23458397,0.18635404,0.14119619,-0.23195054,0.07244673,0.18268895,0.1523435,0.24497665,0.1579417,0.34626493,0.23250513,-0.17941935,-0.14109011,0.14540859,0.31345057,-0.13409464,0.16361687,0.1663273,0.159485,0.2550777,-0.23098597,0.17147931,-0.24875034,0.21811235,0.12114256,0.14290479,0.21583521,0.091174185,-0.19310288,-0.216509,-0.10724037,0.037354972,0.20592938,0.16228011,-0.17054191,-0.14099744,-0.16526349,-0.23950097,-0.16228598,-0.08132081,-0.17548333,0.21799931,0.28542736,0.18004428,0.0047674216,-0.13619371,-0.18189566,0.15206897,0.21514894,-0.16560675,-0.11397612,0.2214007,-0.0023437997,-0.21369839,0.10344383,-0.22338946,0.22320999,-0.18895167,-0.25220305,0.22403868,-0.13422029,-0.18765007,-0.27629054,0.23541068,0.028315125,0.1661491,0.22462265,-0.15639758,-0.21424952,0.24940623,0.24791272,0.29854223
f15_i2,0.20258309,-0.28989163,0.17835803,-0.20759721,-0.22678432,0.20247136,-0.26726124,-0.18096069,0.1769958,-0.17413718,0.2547771,-0.16599873,0.21062864,-0.16917965,0.290478,-0.24579637,-0.13746323,0.18462613,0.0851463,0.15773588,-0.21020204,-0.19133855,-0.13704517,0.25236368,-0.24020095,0.23146473,0.084272176,0.21174215,0.10873425,0.2769493,0.1587737,-0.20493455,0.21093284,0.08724611,0.23357835,0.06552517,0.104962304,0.11376398,0.12304162,-0.16042502,-0.19707885,0.25073063,0.21837977,-0.25137043,0.12944873,0.1587073,0.21381724,0.15336919,-0.2995852,0.10517651,-0.18332455,0.23536138,0.1011605,0.24493758,0.26256144,0.22074361,-0.22030598,-0.14204887,-0.15441921,0.20537448,0.15506184,0.26427904,-0.2172714,-0.19730948,-0.15335558,-0.20823342,-0.3110003,-0.02774256,-0.24637285,0.15335482,0.15127108,0.24389787,-0.16558667,-0.18360408,-0.17499432,0.18870455,0.26525098,-0.15662014,-0.26491722,0.24101529,0.22557285,-0.26864251,0.008867018,-0.21226276,0.2077351,-0.1008664,-0.11949975,0.19135025,-0.21663846,-0.16355117,-0.21576641,0.26756018,-0.014490616,0.27820572,0.19372973,-0.1458859,-0.20782101,0.13918398,0.27479768,0.18755098
f15_i3,0.19487968,-0.18350261,0.20867638,-0.19202152,-0.20564002,0.22187148,-0.28186738,-0.09411505,0.07772838,-0.21234567,0.1332339,-0.2785633,0.16135617,-0.13781187,0.14981917,-0.15871945,-0.11176669,0.15628873,-0.25868315,0.15653995,-0.23834918,-0.21526377,-0.17986743,0.22773354,-0.12721893,0.332175,0.07904812,0.16344054,0.18153875,0.0988474,0.25581545,-0.22209007,0.29858416,0.08062232,0.13499841,0.15064108,0.091468185,-0.004786515,0.27682856,-0.17579314,-0.124830574,0.18621294,0.2206794,-0.17355202,0.19132148,0.16394721,0.2173109,0.14981751,-0.17249064,0.12039586,-0.13785827,0.1521254,0.33283144,0.14559092,0.1936067,0.1708098,-0.16227688,-0.22568356,-0.1756599,0.06171692,0.2338626,0.16870445,-0.26092643,-0.21861449,-0.20333976,-0.25781718,-0.18810542,0.12985569,-0.18445802,0.13393481,0.279305,0.20268299,0.14655797,-0.24729365,-0.2739966,0.11215487,0.1732288,-0.18767485,-0.13706246,0.25921705,0.00491842,-0.29116037,0.21507202,-0.19412759,0.20145492,-0.24857993,-0.2336364,0.21159378,-0.20555641,-0.024207113,-0.28432187,0.21089233,-0.061642513,0.26212677,0.19349836,-0.1455585,-0.26848024,0.06678669,0.26092464,0.27479705
f15_i4,0.17994422,-0.16447961,0.30220258,-0.19224739,-0.17755157,0.19236533,-0.20409572,-0.16550641,0.018350583,-0.12478384,0.23204307,-0.18255694,0.12865503,-0.1473535,0.19657956,-0.2632834,-0.13943471,0.2540761,0.09733542,0.26017037,-0.25052768,-0.13368973,-0.19541793,0.14630184,-0.21373035,0.21406843,0.06400067,0.18430422,0.25461006,0.22316852,0.10486688,-0.2656422,0.09428769,0.12587844,0.14392668,0.10521292,0.18304704,0.16744587,0.2765324,-0.19262046,-0.17479636,0.11073901,0.26828706,-0.087487854,0.22046897,0.12902008,0.3390631,0.12462615,-0.24838962,0.077724166,-0.2553465,0.18551439,0.032337762,0.27086967,0.13229899,0.20067896,-0.19470613,-0.12303296,-0.19219051,-0.017880285,0.2727772,0.13928308,-0.177695,-0.30272666,-0.19927198,-0.24444632,-0.31847823,0.0729408,-0.27981544,0.16439536,0.13364579,0.20955695,-0.033052627,-0.2650196,-0.1333684,0.24137047,0.2080344,-0.114796095,-0.14698729,0.27898023,-0.073612325,-0.099330775,-0.27884546,-0.1481517,0.24885345,-0.26066062,-0.15337883,0.21315582,-0.12806083,0.081195354,-0.22005726,0.26730573,-0.064954914,0.059444617,0.1642096,-0.1975789,-0.17180972,0.13219154,0.204362,0.29889202
f15_i5,0.23731205,-0.19700237,0.22980551,-0.13195671,-0.22323427,0.18931368,-0.20223482,-0.1924111,0.2235934,-0.14185219,0.25190133,-0.18131177,0.22181715,-0.21423079,0.23298194,-0.24287234,-0.26977366,0.27163145,0.008259591,0.12616275,-0.1480107,-0.20485136,-0.30153206,0.1492451,-0.12076397,0.21601053,0.00028397114,0.18542716,0.112227656,0.28026575,0.25814244,-0.18388131,0.13137443,0.20829207,0.22893825,0.20572388,0.043701652,0.1358939,0.26864418,-0.1259353,-0.18320727,0.16768086,0.17349805,-0.21917446,0.23363289,0.22775036,0.2114664,0.2683941,-0.2158198,0.14891016,-0.26626918,0.12499427,0.2524823,0.10289784,0.18756582,0.15252289,-0.19718671,-0.23813643,-0.106489085,0.03310456,0.21872371,0.27947497,-0.23819223,-0.24212638,-0.17928262,-0.26399198,-0.20799723,-0.027471103,-0.15866207,0.24825266,0.2357333,0.22821863,-0.025134195,-0.23171698,-0.2559427,0.0698831,0.22095288,-0.15207975,-0.13039295,0.08870004,-0.20034058,-0.2721225,-0.019419193,-0.13618352,0.24277127,-0.2074492,-0.22477874,0.22502859,-0.09559522,0.19968818,-0.2400042,0.19687562,-0.029033208,0.12708743,0.20365326,-0.18200764,-0.23137826,0.15720561,0.19193271,0.25914824
f16_i1,0.19628271,-0.17429087,0.10165539,-0.25468633,-0.22340685,0.188287,-0.21603064,-0.21517727,0.09188624,-0.10346875,0.20525265,-0.17175478,0.13625236,-0.25194117,0.16622029,-0.23077108,-0.2668359,0.25574362,-0.11515527,0.1728629,-0.167232,-0.24003635,-0.27737185,0.15456882,-0.2759291,0.09171079,0.119157024,0.22344427,0.15690012,0.22011504,0.18937792,-0.24143992,0.08692401,0.2433163,0.15984012,0.20093513,0.208823,-0.02414536,0.22726579,-0.17813414,-0.18127663,0.27701277,0.26202404,-0.26506418,0.25098932,0.28882957,0.24973589,0.20371947,-0.1277382,0.12489543,-0.19577159,0.19290014,0.17246012,0.09005745,0.25680265,0.14025971,-0.20395246,-0.07990332,-0.2906917,0.0018229007,0.1468138,0.19619776,-0.18964471,-0.04817697,-0.19968171,-0.23561576,-0.17654844,0.10419092,-0.19556707,0.16843946,0.07947996,0.24273643,-0.28998685,-0.31738764,-0.17827569,0.22853039,0.17778067,-0.15012437,-0.16973172,0.19163568,0.085492544,-0.23296279,-0.30564055,-0.24949025,0.27415785,-0.22913599,-0.17580202,0.24872564,-0.21478765,-0.038195085,-0.17817454,0.1915809,0.16830632,0.028983407,0.099168025,-0.16515769,-0.23083515,0.16996185,0.23647423,0.28227073
f16_i2,0.22664201,-0.1890675,0.079026304,-0.14901449,-0.24843104,0.22102264,-0.27375042,-0.19691336,0.09710344,-0.21228617,0.15458423,-0.28162193,0.25180307,-0.1335802,0.22714792,-0.20979194,-0.30519402,0.17177916,-0.060745943,0.18182014,-0.19726166,-0.23686244,-0.1634929,0.21209493,-0.13832122,0.070833385,0.21585084,0.21867886,0.21616368,0.176278,0.18101591,-0.113282144,0.2428124,0.031079717,0.22620861,0.12979099,0.19810188,-0.038087644,0.09243291,-0.20170718,-0.21730955,0.2838669,0.2062271,-0.13443375,0.25034028,0.21416624,0.20872907,0.13664065,-0.28018507,0.229501,-0.1470461,0.10925201,0.27909324,0.17514716,0.1889173,0.18534718,-0.23705803,-0.15749846,-0.21048716,0.0008928261,0.21867146,0.14983058,-0.20724136,-0.22657308,-0.27261996,-0.16105926,-0.18645447,0.0031198778,-0.12801443,0.09101591,0.22838114,0.15868796,-0.34367225,-0.25869468,-0.1900524,0.1450341,0.2174214,-0.10706203,-0.19782576,0.2421791,0.1927673,-0.21897165,-0.09448421,-0.18291086,0.17257182,-0.1990429,-0.11040023,0.23536563,-0.16165707,0.15602407,-0.17122959,0.17074314,0.121111125,0.10122965,0.17319982,-0.19537224,-0.2360242,0.22516118,0.19066606,0.16594422
f16_i3,0.16004457,-0.18427989,0.26200768,-0.25831452,-0.2340495,0.20472485,-0.205125,-0.27180642,0.23722766,-0.10651484,0.19684124,-0.30553076,0.24979144,-0.15685438,0.25463545,-0.2900855,-0.2758607,0.19567399,-0.043011326,0.18415554,-0.23203148,-0.30348638,-0.22477803,0.13617706,-0.20267852,0.2744907,0.27977854,0.2657152,0.2286268,0.041251715,0.19290224,-0.08569647,0.3138163,0.22098805,0.20158088,0.22259158,0.22020486,-0.084519014,0.16018496,-0.23658764,-0.13622275,0.28930017,0.15698439,-0.17778696,0.21916506,0.18206243,0.163495,0.28001332,-0.22365521,0.14086504,-0.22350158,0.19902903,0.048105292,0.10534658,0.19789465,0.1562698,-0.2339268,-0.080277875,-0.20228064,0.30194584,0.20894428,0.30511203,-0.13059844,-0.15057698,-0.28492248,-0.21309285,-0.2092208,0.041558042,-0.1510546,0.16964544,0.18741372,0.18250524,-0.20584954,-0.21838982,-0.12719694,0.23138677,0.16412324,-0.1099007,-0.0829334,0.1984699,-0.18444198,-0.25224888,-0.07206379,-0.2049622,0.22192878,-0.20863649,-0.17168002,0.20260783,-0.2899738,0.16233006,-0.23714772,0.27040112,0.041000254,-0.0547176,0.22425988,-0.22326915,-0.21723351,0.13017224,0.30641535,0.2632259
f16_i4,0.11494985,-0.18560214,0.028874474,-0.21391253,-0.23337114,0.18917027,-0.20297836,-0.23453869,0.1848928,-0.11546926,0.22579512,-0.22020444,0.28135535,-0.17491782,0.1637148,-0.20563829,-0.22539729,0.25495598,0.10157461,0.18409957,-0.12098,-0.18957695,-0.11871516,0.1966837,-0.22179668,0.11459651,0.26851815,0.21010762,0.15489425,0.22464631,0.09129771,-0.15206863,0.30839172,0.16657607,0.14814936,0.16825278,0.12196701,0.027501306,0.16559905,-0.107847385,-0.21572529,0.19819005,0.2355616,-0.27825707,0.19398507,0.25408188,0.21074024,0.11663927,-0.2707397,0.26527357,-0.16042411,0.26919824,0.27815053,0.11020791,0.18312488,0.16994421,-0.23985799,-0.09390602,-0.22312434,0.0054297606,0.26552564,0.31667382,-0.23742534,-0.19573048,-0.25226036,-0.20582102,-0.25429294,0.1487807,-0.19332492,0.13622116,0.25070825,0.31693843,-0.3447707,-0.16637792,-0.20987484,0.2330763,0.20551518,-0.19751456,-0.20887773,0.17086555,-0.16156814,-0.21730609,-0.08646187,-0.1934301,0.17485401,-0.128889,-0.19671921,0.24136463,-0.13998154,-0.0060963077,-0.11005485,0.19916117,0.051670987,0.050680473,0.15191688,-0.08204055,-0.20789386,0.2042924,0.23498371,0.2024845
f16_i5,0.1468611,-0.2463098,-0.08287611,-0.1523174,-0.24322195,0.18031248,-0.20124407,-0.21292372,0.17773695,-0.13926663,0.23659103,-0.18844022,0.12933983,-0.17563593,0.18189415,-0.20221923,-0.098544076,0.219941,-0.057184454,0.2855763,-0.109265685,-0.12198051,-0.115915574,0.22076981,-0.21161091,0.17749646,0.14933023,0.23651037,0.30300865,0.14475252,0.23449002,-0.14512716,0.20642197,0.26490325,0.11999442,0.17296693,0.24438985,0.0014954037,0.09410732,-0.12501732,-0.26600835,0.22758202,0.19261613,-0.1752009,0.1753011,0.261021,0.34079084,0.2297846,-0.24468334,0.2604,-0.18431543,0.19550279,0.3631308,0.117631465,0.23795865,0.20754606,-0.26175356,-0.09667958,-0.22940786,0.19178459,0.12137775,0.29260707,-0.13217254,-0.31765383,-0.24863656,-0.21469691,-0.25205383,-0.16136551,-0.21930331,0.21104877,0.17901796,0.21785535,0.061354958,-0.14531615,-0.19962266,0.09619567,0.24825294,-0.107111394,-0.19400157,0.1784832,0.015146092,-0.2820884,-0.19377081,-0.2158402,0.2057234,-0.17350157,-0.19451067,0.10680875,-0.18254283,0.22854109,-0.1583471,0.19659299,0.034372576,-0.010512464,0.06695339,-0.26579458,-0.18309852,0.1805987,0.26463404,0.13447472
