problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99
f13_i1,0.16182017,0.0025074305,0.08623591,-0.13875312,-0.1533268,0.35403562,-0.2485818,-0.15333201,0.17827918,-0.21462335,0.25342882,-0.2211701,0.14830118,-0.29715425,0.21441546,-0.13102937,-0.14475885,0.18152027,-0.40562811,0.40876028,-0.25496864,-0.10967171,0.08797651,0.2354315,-0.15772752,0.5104573,-0.14191897,0.16285628,0.064826384,0.052374225,-0.061215688,-0.3854928,-0.30795217,0.2853729,0.14238721,0.29569623,0.38836434,-0.29841664,0.19460638,-0.27312288,-0.17084204,0.14394313,0.19297236,-0.096968494,0.27820504,0.26267177,0.14141215,0.23220505,-0.13411261,-0.059423797,-0.22628492,0.22652969,0.32813114,0.33710206,0.14651646,0.25243285,-0.21061389,-0.29385158,-0.104714535,-0.28436434,0.40678298,0.19726805,-0.35877475,-0.0021541135,-0.14813767,-0.14741692,-0.39579687,0.39625907,0.0018365467,0.029945968,0.15719776,0.26977143,0.2809904,-0.2523539,-0.19951092,-0.09465292,0.25965878,-0.22147721,-0.355875,0.068991736,-0.46874386,-0.0805871,-0.12260366,-0.22049479,0.21292648,-0.17630354,-0.12745225,0.28525954,-0.22532752,-0.053303223,-0.19977584,0.113894686,0.3075311,0.4871381,0.24179913,-0.39912015,-0.31550193,0.1765833,0.3393258,0.37256634
f13_i2,0.08806986,-0.17339611,-0.22377582,-0.21782188,-0.35481519,0.3241014,-0.33637834,-0.18585238,-0.011889521,-0.18522999,0.35487038,-0.25750387,0.25592998,-0.261685,0.35103187,-0.07969046,-0.122608185,0.14937265,0.20984487,0.23463868,-0.22022396,0.01565103,0.29184476,0.19655417,-0.2693963,-0.068997696,-0.0005747469,0.26922372,0.26768863,0.30540955,0.22972389,-0.3266069,0.51591957,0.37594134,0.0858294,0.13576971,-0.26616734,-0.12503755,0.12790334,-0.24694386,-0.2355785,-0.019241348,0.12255389,-0.3252556,0.206576,0.15843938,0.2967448,-0.08794678,-0.29907843,0.2522926,-0.20127374,0.22962208,0.21841288,0.25443763,0.12658568,0.2430546,-0.06413574,-0.12984692,-0.1993679,-0.24359423,0.047176845,0.09069693,-0.022382906,-0.17747521,-0.09261847,-0.4215307,-0.34349224,0.51851606,-0.19644806,0.2748786,0.22319046,0.17998414,0.28137553,-0.15216129,-0.26915324,0.081362635,0.22044113,-0.15607814,-0.21054336,-0.028805396,-0.39540622,-0.1464918,-0.3500273,-0.2469332,0.36621305,-0.2895352,-0.20303552,0.32525513,-0.2389973,0.18445943,-0.34869686,0.25394788,0.37293017,0.19745426,0.20111288,-0.2621929,-0.24454625,0.14039083,0.37076533,0.211686
f13_i3,0.18577437,-0.2360964,-0.10824019,-0.22994748,-0.06713863,0.3270595,-0.2028489,-0.17857821,0.22090895,-0.24239363,0.20966478,-0.1672094,-0.061723232,-0.25108147,0.3230227,-0.28091043,-0.29401928,0.2410626,-0.5213768,-0.0087122135,-0.17456947,0.1920565,-0.21949604,0.18608291,-0.24265033,-0.15283701,-0.051709566,0.20751126,0.4337567,0.40865052,0.2966655,-0.131033,-0.09957716,0.11271896,0.23397173,0.24275817,0.4760981,-0.25668657,0.26177502,-0.17553252,-0.15904114,0.28016293,0.20696908,-0.20992345,0.2005997,0.33894098,0.2643394,0.42628843,-0.104707114,0.013271806,-0.27558678,0.22301243,0.08910202,0.23956773,0.29285878,0.11850905,-0.12635769,-0.16617951,-0.2955648,-0.20637146,-0.09549083,0.37447932,-0.26539582,-0.20086546,-0.13731234,-0.09811901,-0.19125478,-0.1544438,-0.04629328,0.29077536,0.20057647,0.36316302,0.10340547,-0.29435995,-0.283325,0.3315752,0.13840309,-0.17208298,-0.034414,-0.0200395,-0.0725235,-0.38350782,-0.07428311,-0.3403876,0.19079663,-0.30582285,-0.28307998,0.008009571,-0.2639588,0.34143713,-0.31327483,0.21845834,0.21101679,-0.0020354472,0.1041259,-0.23014177,-0.15895015,0.102068596,0.47474366,0.32845846
f13_i4,0.12476683,-0.36127985,0.051142283,-0.2369709,-0.12181073,0.32668072,-0.21403357,-0.20120504,-0.049194425,-0.2316314,0.32503617,-0.31252506,0.16108608,-0.1577376,0.23049487,-0.22168359,-0.2932787,0.11075513,0.0878527,0.2276856,-0.24354264,0.09599035,-0.033263873,0.09133882,-0.25988808,0.28303614,0.21174528,0.21333872,0.17133158,0.3756805,-0.0138409585,-0.14688186,0.069481395,0.3528265,0.1385383,0.03649303,0.2254366,-0.3502639,-0.03792807,-0.21907115,-0.15770198,0.05495431,0.31237766,-0.15730286,0.034581784,-0.11981523,0.36536855,0.15499105,-0.2176502,0.066354565,-0.09926476,0.046775736,0.2134933,0.27991602,0.1460984,0.0815215,-0.20194343,-0.13741027,-0.2004618,-0.5268913,-0.042350404,0.21079083,-0.34095615,-0.4549157,-0.10006517,-0.20797908,-0.17671914,0.6308951,-0.09728451,0.10586887,0.15606657,0.2669067,0.4420275,-0.3735226,-0.13937855,-0.101442225,0.21956624,-0.1959988,-0.27979857,0.16327395,-0.3856684,-0.37820032,0.0002636998,-0.17210378,0.19988394,-0.23647435,-0.340524,-0.037710227,-0.13032892,-0.15904205,-0.2782156,0.37787825,0.08190025,0.49110743,0.24644941,-0.035058822,0.0065827523,0.12497995,0.10384361,0.38773668
f13_i5,0.28707945,-0.18817851,-0.22427887,-0.23548733,-0.28241283,0.22552502,-0.13834281,-0.32278916,-0.27468532,-0.07111874,0.28421596,-0.13330995,0.22463234,-0.29119167,0.19948766,-0.15296917,-0.26827815,0.044393606,-0.13347599,0.21702887,-0.12573366,-0.035653207,-0.47626677,0.251765,-0.162321,0.19606028,0.1332873,0.24428225,0.19705427,0.29440433,0.19005245,-0.34083542,0.4651833,0.34343326,0.0065992246,0.0013698901,0.32032785,0.100022286,0.21364783,-0.020354617,-0.28602874,-0.010007316,0.14126809,-0.29090372,0.25398648,0.19681886,0.1310789,-0.035574146,-0.19435745,0.08093823,-0.20422573,0.20001604,0.15797247,0.15657365,0.29039934,0.22154377,-0.11378846,-0.20771323,-0.23382813,-0.3696305,0.030842878,0.39564258,-0.25508347,-0.21111779,-0.21982417,-0.06705271,-0.34515077,0.43498987,0.0430086,0.28590158,0.23710124,0.25144032,0.15858626,-0.02655586,-0.14987925,0.25960365,0.22184882,-0.2663484,-0.23754533,0.14398038,-0.27120543,-0.2451144,-0.3873619,-0.16277961,0.33226502,-0.2674727,-0.19220996,0.21571271,-0.17039004,0.041650414,-0.18463656,0.31357804,0.3321548,-0.12718642,0.13009536,-0.13965991,-0.37888342,0.1363838,-0.0014116248,0.33418956
f14_i1,0.19600509,-0.10174035,0.16893896,-0.38026962,-0.33774862,0.17078102,-0.36537704,-0.18421224,0.3288985,-0.14167921,0.20499492,-0.34143388,-0.0066359155,-0.19745383,0.3330565,-0.098605424,-0.21660794,0.30796015,0.2942487,-0.10563039,-0.2453567,0.11631765,-0.16882971,0.26123682,-0.17172797,0.39884374,0.43312016,0.32876152,0.23513313,0.08029279,0.1945464,-0.14712472,0.31663105,0.3416369,0.24952412,0.21273385,0.48335877,0.0010532575,0.19196029,-0.29520383,-0.27960086,-0.05506144,0.3036644,-0.1316722,0.19428997,0.112788595,0.5200498,0.29669315,-0.0083608115,0.22148997,-0.28331795,-0.06898537,0.24114114,-0.0004826156,0.04985524,0.24817114,-0.08224877,-0.18806078,-0.18725693,-0.06738518,0.2650271,0.21730885,-0.34752253,-0.19601175,0.030419797,-0.42404926,-0.36514735,-0.53270835,-0.077363685,0.4368206,0.27878234,0.49814236,0.048009522,0.1433635,-0.18795152,0.23204131,0.31657332,-0.159827,-0.17012544,0.25341994,-0.42059162,-0.22530024,-0.4517474,-0.14006342,0.12639056,-0.23756044,-0.2721413,0.29956427,-0.21471885,-0.18466413,-0.14419857,0.30780727,-0.123596005,-0.39363426,0.25990856,-0.24987155,0.21897809,-0.05005503,0.033516135,0.045123797
f14_i2,0.17889732,-0.16482933,-0.05735648,-0.2569698,-0.31671354,0.18277654,-0.24104919,-0.047880556,0.03865503,-0.096482374,0.43735918,-0.26199052,0.043398876,-0.15832543,0.14894497,-0.23675562,-0.059928738,0.36075258,0.5412512,0.14693101,-0.17674333,-0.3756682,-0.17670661,0.1689702,-0.22066523,0.32483712,0.3939431,0.09583901,0.20980246,0.0705414,0.3537434,-0.22795105,0.5672365,0.4943769,0.27487296,0.1543241,0.43959337,0.09663053,0.15700777,-0.22462827,-0.2249685,0.18102519,0.22292411,-0.16235495,0.1501468,0.35598886,0.3864101,0.478746,-0.08052162,0.21239631,-0.2035975,0.22020456,0.1918558,0.28538254,0.052240893,0.23150505,-0.22693974,-0.32681614,-0.18653117,0.017640078,0.07944627,0.17386094,-0.25280136,-0.4975834,-0.18460028,0.39925912,-0.36997566,-0.16221243,-0.1795906,0.14541346,0.44439116,0.106710635,0.4451872,-0.37398067,-0.10505375,0.3295655,0.1953398,-0.15228043,-0.20079316,0.20652315,0.35164618,-0.32510436,-0.13774769,-0.18529014,0.27384403,-0.33090997,-0.2780796,0.1482357,-0.19727038,0.19672649,-0.13332966,0.21361417,0.05252081,-0.44100684,0.33687824,-0.11349208,0.0856631,-0.055944517,0.35337794,0.39213443
f14_i3,0.14202122,-0.3091669,0.2550592,-0.31261545,-0.3955174,0.38516414,-0.23390236,-0.257844,0.26765603,-0.08815816,0.20712705,-0.31961614,0.11028152,-0.20451044,0.2542112,-0.40409207,-0.3138576,0.2106071,0.29065636,0.24978463,-0.2741063,-0.13948515,-0.05722696,0.11539602,-0.15919274,0.61933166,0.03362982,0.18539803,0.13312383,0.21377277,0.27544034,-0.35748678,0.2069978,0.32694224,0.15143251,0.1835057,0.28784183,-0.22324286,0.2323273,-0.23474018,-0.13337259,0.22831514,0.2190177,-0.19539665,0.3204172,0.18080565,0.44137284,0.014331599,-0.2947836,0.45823264,-0.18146662,0.13797267,0.15660405,0.19861926,-0.0053529143,0.097420685,-0.19280405,-0.054204233,-0.110285014,-0.018995514,0.2937747,0.28815237,-0.37775028,-0.11313148,-0.33023715,0.2837121,-0.11359826,0.18170978,0.06551216,0.124167584,-0.09972617,0.3087232,0.3820496,-0.15205234,-0.29403186,0.38624442,0.13058051,-0.13839282,-0.24247998,0.22367272,0.13368255,-0.2848489,-0.465158,-0.22580326,0.12382541,-0.18755871,-0.20870925,0.33834404,-0.14664441,0.16440007,-0.37256262,0.29965723,-0.088181175,-0.056411494,0.0488123,-0.26160246,0.14211802,0.12974428,-0.2767726,0.13609472
f14_i4,0.23563112,-0.009414323,-0.35223195,-0.23350596,-0.38580844,0.2435926,-0.38348278,-0.32474965,0.32132262,-0.042034782,0.11761342,-0.25592443,-0.20064351,-0.3483471,0.27457443,-0.32147262,-0.26948383,0.2890666,-0.009066524,0.23627968,-0.20751218,-0.13904306,0.04173968,0.34156618,-0.1480072,0.2987776,0.14670502,0.08436919,0.19854209,0.41369325,0.32349446,-0.43692797,0.35281208,0.054698184,0.36049482,0.230682,0.01309662,-0.19438216,0.12716885,-0.111743554,-0.15328908,-0.22649913,0.19475849,-0.35934147,0.2987687,0.19660167,0.30596566,0.41445288,-0.044645216,0.33510476,-0.11545786,0.36560258,0.16753271,0.08639776,0.102718495,0.32786077,-0.1096062,-0.22688301,-0.19439113,-0.051047143,0.33551103,0.35958624,-0.4239736,-0.103638105,-0.31093198,0.14074901,-0.08529875,-0.46005604,-0.08546912,0.18049711,0.23144586,0.25589383,0.17350082,0.006450455,-0.19942196,0.33882543,0.24744317,-0.29004055,-0.18063821,-0.08948478,-0.3851806,-0.09767262,-0.3799069,-0.3467569,0.21548435,-0.19039081,-0.11839436,0.11652749,-0.105423965,-0.24709263,-0.17068516,0.34038386,0.14449906,-0.1219953,0.13672858,-0.20306498,-0.02823156,0.2797839,0.05425516,0.23734698
f14_i5,0.33459035,-0.3684694,-0.007053621,-0.22407512,-0.19744897,0.024234299,-0.19249168,-0.3152624,0.1743581,-0.1680593,0.12017236,-0.24618141,0.055069733,-0.2523254,0.19309232,-0.33730882,-0.3772105,0.30300486,0.51331466,0.11785063,-0.2768535,-0.3012867,-0.2273502,0.28585088,-0.1827451,0.38302225,0.09987122,0.2168402,0.3923252,0.059279475,0.25116307,-0.19725683,0.49366298,0.2266711,0.32627606,0.22258067,-0.17364058,0.113091126,-0.006617577,-0.19035244,-0.22158074,0.075159065,0.30083773,-0.1645478,0.24076864,0.4773757,0.1886582,0.3307532,-0.04587939,-0.11923979,-0.083354354,0.12938076,0.17435452,0.044618104,0.22022295,0.27956226,-0.44397876,-0.1985112,-0.16904362,-0.058956265,0.10602088,0.22778925,-0.2560151,-0.08418991,-0.23088111,-0.18780218,-0.012266649,-0.34007353,0.00139063,0.11522607,0.20909387,0.30276853,0.0010935627,0.04936438,-0.27137756,0.40547878,0.19133365,-0.26855692,-0.13916172,0.122941256,0.32306203,-0.30848014,-0.21082544,-0.30035263,0.3796883,-0.28340825,-0.10558129,0.50119716,-0.20953833,0.1651672,-0.13455719,0.26081583,-0.007966291,-0.08176634,0.16689795,-0.32949975,0.04319434,0.2324703,0.30351594,0.45193362
f15_i1,0.3065488,-0.05337702,0.13521674,-0.27016392,-0.23144887,0.12575504,-0.1699421,-0.2656879,0.0542526,-0.17455453,0.11546347,-0.29930252,0.2660542,-0.20088458,0.15589134,-0.010520016,-0.15871485,0.28556126,-0.32143974,0.18228349,-0.08497033,-0.3395236,0.3037319,0.29478633,-0.11194821,-0.06788135,0.10410733,0.106444255,0.3802104,-0.049244426,0.25159314,-0.11802049,-0.68200696,0.09300342,0.026724447,0.21366148,0.07970306,-0.035592,0.3166883,-0.24165812,-0.14476867,0.11645295,0.37344193,-0.06685686,0.15095901,0.00229304,0.08675582,0.316347,-0.08530563,0.19638538,-0.2845421,0.18964714,0.11337221,0.037491046,0.22107346,0.18992217,-0.2206173,-0.17154883,-0.13773581,-0.333641,0.29747024,0.1924508,-0.09201744,-0.03709303,-0.15864682,-0.38106576,-0.14731328,-0.5999424,-0.30089313,0.17745757,0.37062672,0.097400516,0.35618365,-0.0019194776,-0.17183496,0.25067213,0.2260838,-0.14114742,-0.05650974,0.4280625,0.11265419,-0.33342066,-0.09278489,-0.2217374,0.19181505,-0.21644479,-0.224832,0.26036957,-0.08578986,-0.05621057,-0.2200644,0.30011937,-0.027764207,0.34744918,0.2517998,-0.04256535,-0.13414268,0.2638552,0.49529147,0.2734054
f15_i2,0.25405526,-0.32552123,0.49870324,-0.23400605,-0.24317907,0.3553836,-0.3216521,-0.10621516,0.0046718065,-0.17966121,0.38376108,-0.12400693,0.37360305,-0.16676904,0.32969072,-0.23794708,-0.14954552,0.17910565,0.33441922,0.11272521,-0.21764761,-0.28466776,-0.34927344,0.1746878,-0.27853218,0.22508395,0.2034494,0.23983534,-0.033600725,0.2773405,0.07787196,-0.21330267,-0.06539241,0.17382707,0.22304513,0.060000557,0.09430055,-0.051957026,0.17273457,-0.101410456,-0.17302634,0.19929315,0.23524027,-0.29026482,0.10908705,0.1952687,0.036629587,0.2239561,-0.42822587,0.021757584,-0.1937567,0.31050152,-0.006365196,0.22616711,0.31413162,0.116259664,-0.3265977,-0.14657317,-0.17123808,-0.14868946,0.11202629,0.31125352,-0.17084457,-0.33882546,-0.13822323,-0.3474591,-0.37492475,0.22350827,-0.27138168,0.11594828,0.07886935,0.30689234,0.23822224,-0.46804172,-0.18276979,0.34320986,0.30982226,-0.21702655,-0.32263207,0.2653152,-0.16570397,-0.24564573,-0.15776841,-0.2472206,0.16820945,-0.12425504,-0.13889539,0.35244834,-0.17858955,-0.20511514,-0.17951149,0.35859045,0.30297852,0.538152,0.2626492,-0.104855895,-0.30440107,0.069027476,0.22498272,0.22519822
f15_i3,0.29235667,-0.33187395,0.30631793,-0.1514911,-0.17975919,0.23149733,-0.29480034,-0.122375466,-0.15216215,-0.2994473,0.11491605,-0.30458367,0.21430552,-0.1136837,0.14433178,-0.13091011,-0.14259663,0.16125211,-0.7188352,0.10765491,-0.21791476,-0.2052599,0.07181595,0.20278603,-0.10486431,0.3139369,0.07268361,0.109913096,0.26611936,0.11518121,0.31935814,-0.12116231,0.57377464,0.11776616,-0.083558634,0.108393215,-0.39295128,-0.4174161,0.34534863,-0.16038933,-0.08778693,0.02069387,0.205176,-0.051324435,0.1676259,-0.054704856,0.23499534,0.25491482,-0.07466977,-0.087173074,-0.101397,0.12962273,0.403133,0.2095458,0.25842756,0.25248677,-0.12824856,-0.19050318,-0.14612572,-0.16909939,0.23276462,0.16845776,-0.29952806,-0.3047264,-0.2540152,-0.48063153,-0.16842225,0.30884343,-0.07262347,0.19059533,0.3765403,0.12173375,0.42712414,-0.381777,-0.28998816,0.38351524,0.13164715,-0.20923933,-0.1530531,0.3779041,0.20212355,-0.3841633,-0.09082042,-0.17438664,0.32317838,-0.273722,-0.24530457,-0.035994537,-0.21797241,-0.15055352,-0.25233823,0.30402535,0.12566212,0.4255787,0.15160686,-0.14253467,-0.2998555,0.13566697,0.31524393,0.34501532
f15_i4,0.2332539,-0.14236432,0.3508764,-0.08546592,-0.21456642,0.3092964,-0.1830642,-0.15103608,-0.028635468,-0.052280836,0.26178285,-0.23364587,0.046638146,-0.15586111,0.18711756,-0.23846285,-0.21221152,0.3115257,0.2091221,0.3810553,-0.3015347,-0.019602682,-0.44007823,0.08583335,-0.252471,0.34106612,-0.061124828,0.113423176,0.4097179,0.24341634,0.17453703,-0.49522647,0.30663905,0.2414451,0.03736927,0.070582725,0.14931348,-0.18294191,0.3664565,-0.21507406,-0.20942366,0.14523236,0.3194652,0.047308397,0.20479827,-0.21488445,0.3656194,0.16024514,-0.30989075,-0.021336686,-0.3116729,0.20934048,0.18720905,0.3059998,0.21920635,0.22403696,-0.28779075,-0.10028972,-0.19094177,-0.6575807,0.4599647,0.12597619,-0.2367499,-0.28623593,-0.21399133,-0.37328318,-0.2869057,-0.26536462,-0.389122,0.17920189,0.11660941,0.24286833,0.18535483,-0.40139243,-0.13603258,0.24282575,0.18109955,-0.106726,-0.08859085,0.36434293,-0.51680493,0.2010756,-0.21107417,-0.16026989,0.28966674,-0.31271222,-0.23325835,0.28707865,-0.15184796,0.09955223,-0.20205314,0.34194583,0.15223832,0.32645404,0.1915735,-0.25334528,-0.20353742,0.24641685,0.14040801,0.4236
f15_i5,0.3367777,-0.32350934,0.33029264,-0.13745776,-0.26779783,0.14807768,-0.2144449,-0.23409492,0.36125064,-0.023113457,0.17709434,-0.12451277,0.21106106,-0.24141338,0.27808306,-0.22547267,-0.3459143,0.3129621,0.37821776,0.061922997,-0.21242088,-0.38862956,-0.46923345,0.18078102,-0.10181615,0.3560885,0.16468678,0.16718711,0.11738625,0.45274073,0.26628685,-0.17055003,-0.25624818,0.42990467,0.15679885,0.23445828,-0.48582625,0.13635935,0.32106197,-0.06063269,-0.25183257,0.114863254,0.1752521,-0.30050358,0.2836763,0.053101577,0.29912937,0.33758408,-0.27917302,0.0075770724,-0.2713795,0.020376697,-0.08848618,0.14454746,0.2281134,0.27247134,-0.26825196,-0.23194996,-0.096129045,-0.17647415,0.22708413,0.36816144,-0.20098026,-0.48929504,-0.1926533,-0.40607572,-0.17089766,-0.0140519785,-0.14230803,0.31693622,0.051889766,0.17614521,0.086192936,-0.23761855,-0.26479295,0.03735709,0.26694497,-0.17653792,-0.109902665,-0.023854783,-0.50725275,-0.39734423,-0.14537176,-0.1196464,0.2615288,-0.23792332,-0.24876471,0.21374358,-0.029615946,0.31817836,-0.19022614,0.2978194,0.12497499,-0.19432211,0.18811828,-0.2898196,-0.18550828,0.1298085,0.12629843,0.25234145
f16_i1,0.26361874,-0.07037774,0.1630821,-0.2947796,-0.23733675,0.13468754,-0.23955205,-0.27294067,0.0056166346,-0.07527156,0.23920469,-0.19843651,0.18972906,-0.23570704,0.12815775,-0.28041574,-0.27371308,0.31534195,-0.36449918,0.05891246,-0.15664542,-0.12879388,-0.63338196,0.13189557,-0.32518372,-0.04214361,0.101695865,0.22178783,0.21385367,0.2883831,0.43131277,-0.29476637,-0.19935682,0.53374916,0.17311247,0.12708806,-0.06714501,-0.39909124,0.35822275,-0.20095196,-0.21612653,0.33961827,0.27283353,-0.22872305,0.28416714,0.22714111,0.46330696,0.22553635,-0.01554577,0.042837556,-0.19924045,0.23820685,0.18090689,0.27541414,0.244331,0.22193334,-0.16621214,-0.101349406,-0.2896872,-0.33093598,-0.044612996,0.15653194,-0.14905687,-0.062693276,-0.2441523,-0.16413309,-0.2519293,-0.36808857,-0.12338339,0.24239823,0.09393271,0.38987544,0.118614875,-0.46511707,-0.1759787,0.17826301,0.14902982,-0.17045358,-0.18370019,0.12363942,-0.27243683,-0.16975497,-0.2079192,-0.22463296,0.36000344,-0.2619411,-0.19442016,0.19569348,-0.17481682,-0.07861906,-0.16141999,0.09095907,0.117951386,-0.37261438,0.11570442,-0.17650343,-0.24912691,0.19232458,0.32031435,0.32313207
f16_i2,0.3177469,-0.32123315,0.1394031,-0.17351624,-0.37268817,0.3091494,-0.26619503,-0.21011479,-0.078604944,-0.27607527,0.124504425,-0.3616964,0.29036635,-0.15204342,0.21720208,-0.30015203,-0.3635475,0.263256,-0.3464067,0.26324752,-0.19053508,-0.2654991,-0.28388688,0.32749495,-0.1508414,-0.094719596,0.3903255,0.24455428,0.12116785,0.20872544,0.22530144,0.058812194,-0.10073182,0.19442135,0.42137915,0.08891012,-0.36264744,-0.3988969,-0.051840447,-0.19700393,-0.18179461,0.37094706,0.22452526,-0.13473332,0.2678358,0.36531177,0.28030133,0.197021,-0.35027882,0.485536,-0.119902804,0.024316834,0.23635018,0.07284326,0.1678259,0.015724126,-0.30155635,-0.19716556,-0.2276786,-0.5861943,0.3845977,0.054599,-0.26174393,-0.23264518,-0.38388404,0.010531657,-0.13591704,0.06369564,-0.06309761,0.05158566,0.4119782,0.10911505,-0.45421964,-0.096121535,-0.21385264,0.3250866,0.2257817,-0.17353022,-0.21432975,0.204835,-0.14187545,-0.33902952,-0.23470606,-0.18348503,0.14489324,-0.20640714,0.02674913,0.21877496,-0.23509161,-0.07344907,-0.23763064,0.09877012,0.15643688,-0.056207266,0.15646811,-0.21371764,-0.19224623,0.28929102,0.1682699,0.0864921
f16_i3,0.17419101,-0.15102065,0.34351397,-0.2833444,-0.20613821,0.22509892,-0.1682894,-0.3037224,0.12943816,-0.11510592,0.22507863,-0.34996977,0.2592891,-0.14352198,0.2297676,-0.31677487,-0.2434731,0.18740046,-0.052574914,0.17235295,-0.14424239,-0.59293836,0.060479905,0.10189617,-0.16829485,-0.024574397,0.11941273,0.284431,0.29430413,-0.20279177,0.15109968,0.043024797,0.3295584,-0.03460756,0.22295563,0.45674306,-0.4379213,-0.44080645,0.019390842,-0.23759587,-0.06877642,0.3856876,0.10062147,-0.24043596,0.25277507,0.08497184,0.3084663,0.2966128,-0.1500419,-0.02331968,-0.21270634,0.09401187,0.199396,0.16303104,0.21604653,0.03435218,-0.3208782,-0.03663263,-0.21069643,-0.0778242,0.18405849,0.39449868,-0.17527387,0.25556907,-0.33491403,-0.20238444,-0.23173401,-0.0021174313,-0.12425988,0.12293062,0.3352721,-0.014728837,0.00393733,-0.2580902,-0.08672681,0.37776655,0.13447732,-0.08488006,-0.06626494,0.36084545,-0.3746466,-0.41651908,-0.30517167,-0.17317949,0.2863209,-0.17941512,-0.056897413,-0.09498072,-0.386397,0.17786859,-0.29720366,0.3054535,0.24553533,-0.30896533,0.11941609,-0.28456983,-0.06664252,0.17843728,0.362719,0.405418
f16_i4,0.22517648,-0.09185688,-0.1103201,-0.2862616,-0.26669103,0.23933528,-0.25946158,-0.24969625,0.11897937,0.01889711,0.14338611,-0.21752411,0.3523728,-0.16200884,0.19416998,-0.23969805,-0.22393535,0.18658124,0.26580784,0.20036261,-0.10367114,-0.29824865,-0.26904294,0.26458254,-0.21180809,0.20338754,0.32961747,0.2062454,0.111175776,0.111499496,0.08528135,-0.2806703,0.34292263,0.15681888,0.09701552,0.1206995,0.3277722,-0.15261243,0.0017380912,0.039253812,-0.2209648,-0.01873468,0.24386854,-0.26586363,0.23862898,0.26056316,0.20981741,0.12584051,-0.3687292,0.23614061,-0.1775477,0.19455688,0.46726254,0.033668727,0.04837046,0.15376481,-0.21207926,-0.13052914,-0.2224372,-0.55731696,0.51247656,0.35669464,-0.19324967,-0.19576918,-0.22483541,-0.24719541,-0.32767245,0.5295567,-0.15618873,-0.030565016,0.48524418,0.38298067,-0.10254024,-0.18034254,-0.26897067,0.34480524,0.20638533,-0.14083566,-0.18285811,0.3554189,-0.2754063,0.0348665,-0.15724213,-0.19501922,0.21127081,-0.1695035,-0.19834968,0.32221863,-0.11377478,0.018195076,-0.051793393,0.32337564,0.0747495,-0.50294477,0.14318416,-0.15115212,0.067817725,0.15500812,0.18346898,0.17309017
f16_i5,0.029735297,-0.27291456,-0.7496371,-0.17933242,-0.2381051,0.12777306,-0.2438839,-0.28538036,0.24617793,-0.25748485,0.36036283,-0.121082276,0.031206628,-0.1962189,0.22043738,-0.2425579,-0.044564735,0.14439736,0.084802724,0.37867007,-0.15280923,-0.2405579,-0.041080397,0.22145145,-0.19715741,-0.22999917,0.19028711,0.22335319,0.2962487,0.22072355,0.2215995,0.052869104,-0.2664924,0.20682704,0.055211414,0.25711584,0.43290073,-0.48515975,-0.029245898,-0.054998804,-0.27281561,0.1309854,0.14798151,-0.24927709,0.22497419,0.31646988,0.340324,0.19795991,-0.26659387,0.18569733,-0.1957072,0.32103083,0.4586799,0.20289397,0.22522968,0.20998637,-0.23951149,-0.074970186,-0.30924624,0.44400454,0.10920697,0.37598398,-0.10586536,-0.5215372,-0.23605387,-0.21992703,-0.41449162,-0.007695319,-0.27238005,0.25343132,0.07997445,0.23885964,0.58591586,0.01201058,-0.24038646,-0.14272971,0.25465253,-0.08550341,-0.2211033,0.13063228,-0.30650425,-0.4920044,-0.3393844,-0.279904,0.36454165,-0.20473392,-0.11649413,-0.16663748,-0.28085834,0.007710661,-0.20108846,0.32069725,0.34779742,-0.22810204,0.13390416,-0.33774385,-0.17782553,0.22642386,0.3584211,0.073760085
