problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,p_121,p_122,p_123,p_124,p_125,p_126,p_127,p_128,p_129,p_130,p_131,p_132,p_133,p_134,p_135,p_136,p_137,p_138,p_139,p_140,p_141,p_142,p_143,p_144,p_145,p_146,p_147,p_148,p_149,p_150,p_151,p_152,p_153,p_154,p_155,p_156,p_157,p_158,p_159,p_160,p_161,p_162,p_163,p_164,p_165,p_166,p_167,p_168,p_169,p_170,p_171,p_172,p_173,p_174,p_175,p_176,p_177,p_178,p_179,p_180,p_181,p_182,p_183,p_184,p_185,p_186,p_187,p_188,p_189,p_190,p_191,p_192,p_193,p_194,p_195,p_196,p_197,p_198,p_199
f7_i3,0.017064169,0.06925741,-0.0687803,-0.124195434,0.22806558,0.10893023,0.18954094,0.26828262,0.34332946,-0.1491182,0.13516954,-0.24627034,0.22625877,-0.122602634,-0.19894351,-0.30099314,-0.04355209,0.081630595,-0.2851149,0.19685188,0.035803486,0.17567748,-0.12527236,0.060817223,0.09195146,0.12817018,-0.011850826,0.042166427,-0.2227203,-0.18998095,-0.24375027,0.1393221,0.1668645,0.12062253,-0.1823812,0.0074608214,-0.07667192,-0.09454179,-0.04662995,-0.25308713,-0.10440503,-0.43729514,0.18925436,-0.015393615,0.06980834,0.17853113,0.09350949,0.1306799,-0.08383073,-0.07184419,0.32967106,-0.41945857,0.02414959,-0.2839545,-0.24145775,-0.15213962,-0.31505573,0.11524365,0.2227528,0.22894093,0.2584664,0.15031168,0.021164805,0.2521095,-0.14443722,-0.16808483,0.2420886,0.1870408,-0.11139188,0.23651922,-0.38506034,-0.13025762,-0.38299346,0.17905016,0.20613338,-0.18660073,-0.026916947,-0.24411963,-0.12247252,-0.20823106,0.110548325,0.35813773,-0.09608621,0.13327475,0.31090623,-0.15366045,0.21135227,-0.1074619,0.218976,0.06717497,-0.22687122,0.016319579,0.06511462,-0.14163496,-0.079094104,0.18916482,-0.32559216,0.20311022,-0.16201228,0.1494872,-0.17574427,-0.11559885,0.328823,-0.20295708,0.15752892,-0.2103604,-0.24939531,-0.23421322,-0.1887549,-0.16666706,-0.100272305,0.08313229,-0.3816624,-0.27890342,-0.13595691,0.16942145,-0.19906765,0.14044839,-0.16873346,-0.27172467,-0.41652822,0.20315106,-0.18815331,-0.027407462,-0.3191337,-0.3987242,0.25841382,0.08644906,-0.020447789,0.17859545,-0.13306631,-0.12687358,0.25240615,0.18135095,0.19118898,0.32858005,0.12965727,-0.15594965,-0.077461936,0.15055706,-0.44976088,0.013613201,0.28743324,0.19228104,0.2031229,0.25288165,0.31631988,-0.33332092,0.16001184,-0.33923003,0.2995083,-0.08458283,0.2353931,-0.101081274,0.1335322,-0.22079808,0.24748573,0.122758254,-0.07912105,-0.19775945,0.0008211094,0.12065702,-0.08554039,-0.20012234,0.0872013,-0.21290885,-0.010662115,-0.20631666,-0.05341655,-0.15733445,-0.0033986345,0.30541158,-0.16541232,0.22559662,-0.050677378,-0.25271484,0.09696238,-0.17988269,0.06961147,-0.22451478,0.2758754,0.23658875,0.23094133,-0.08916523,0.29776195,0.17134477,0.09799683,-0.2704073,0.16959773,-0.30257443,0.038091935,0.2752876,0.097280696,0.0832581,0.10910394,0.24052696,-0.12190988,0.18467951,0.24923451,-0.28835452
f7_i4,-0.18234104,-0.10697628,-0.15442508,-0.45614767,0.13500263,0.16469043,-0.017089205,-0.06550892,0.2302322,-0.2101718,0.21189484,-0.09450103,-0.29202524,-0.18509668,0.05986733,-0.16450556,-0.35803658,0.0026015737,-0.09431607,0.13667972,-0.22059296,0.15412079,-0.026386624,-0.3571047,0.22570388,0.25906575,-0.22057095,0.12742588,-0.16462162,-0.31503716,-0.4386315,-0.1933093,0.04642176,0.10681728,-0.12930317,-0.13515474,0.025100809,-0.17422521,-0.08662773,-0.2458024,-0.28914768,0.046627995,0.26182503,0.072485074,0.14117576,-0.31081486,0.14811762,-0.06315897,-0.24645151,-0.06800057,-0.053904314,-0.33128324,0.13799444,-0.08410531,-0.27764574,-0.3996051,-0.3738327,0.03088559,0.14406459,0.32031217,0.20289369,0.14301266,0.19580995,-0.012613957,-0.18522261,-0.06451076,0.22278173,0.1536994,-0.13989761,0.2773402,-0.05544953,-0.22599514,-0.12916459,0.0024854483,0.08118022,-0.1639732,0.21290974,-0.023508968,-0.07112788,-0.2202891,-0.26123998,-0.20055307,-0.14522372,0.19904663,0.111607626,-0.175868,0.31968567,-0.1466595,0.3326759,0.41718972,-0.25722274,0.15130664,0.10276199,-0.17026319,-0.5340429,0.13226368,-0.18745084,0.18784656,-0.085293524,0.15256846,-0.48296043,0.03283636,-0.074423075,-0.24241228,0.2488819,-0.17194968,-0.09302488,-0.17357175,-0.34716937,-0.34748918,-0.31474897,0.2456884,-0.10055866,-0.12893842,-0.24664131,0.21359992,-0.079412185,-0.054164827,-0.22353041,-0.19575088,-0.06896851,0.16988169,-0.29953957,-0.14060974,0.10214577,-0.055103112,0.09195576,0.15752244,0.25918794,0.12763675,0.019139972,-0.32391617,0.103531934,0.19926003,0.41233897,0.34805965,0.20090821,-0.30738667,-0.13011868,-0.46274555,-0.10737127,0.096193336,0.16624798,0.19984421,0.14521003,0.24273686,0.13064149,-0.14393686,0.12577134,-0.26655132,-0.06313718,0.039603345,0.08118242,0.6934421,0.26984224,-0.25882235,0.09407344,0.18670112,-0.25995633,-0.019464659,0.24571174,0.16968533,-0.23941402,-0.17955129,0.2619141,-0.26931065,0.11534531,-0.22032754,-0.338617,0.0014397827,-0.36393604,0.24309744,-0.4255724,0.25970042,-0.4211388,-0.16426243,0.08270994,-0.11729847,0.22178778,-0.035811663,0.05475694,-0.11337452,0.2216401,-0.13007492,0.22925481,0.12532288,0.086753406,-0.227027,0.08093548,-0.18660061,0.18058504,0.3941206,-0.017014027,0.098513044,0.23643394,0.14636503,-0.18813537,-0.21688552,0.10729601,-0.12810959
f7_i5,0.22557975,0.043532383,-0.24149759,-0.10197645,0.17749147,0.13191144,0.3071756,-0.063167766,0.065386444,-0.1087456,0.18297115,-0.17766829,0.17174357,-0.1752352,-0.2768952,-0.13735758,-0.15616898,0.26815298,-0.3163907,0.21781349,-0.3482298,0.25821066,-0.13738805,-0.11249985,0.08767298,0.1397281,-0.46106458,0.10356147,-0.11567686,-0.18725097,-0.19470099,0.13141923,0.10028081,0.17387854,-0.14825,-0.20354675,0.08036746,-0.17430663,-0.0035752873,-0.031280775,0.23750643,-0.4533619,0.24905849,0.010899064,0.024692995,-0.00616134,0.28331167,-0.088567585,-0.22939773,0.44077948,0.18106194,-0.0888245,0.40782693,-0.24833634,-0.18231691,-0.07864044,-0.13026172,0.20516051,0.14063306,-0.020296525,0.26491955,0.07396061,0.15717591,0.22253488,-0.070384495,-0.16588223,0.1363516,-0.087848224,-0.18028924,-0.036983285,-0.16403255,-0.20308283,-0.1684458,0.1182958,0.1482052,0.15884921,0.42999557,0.04823907,-0.021877773,-0.015482607,-0.36646837,0.11840033,-0.048861437,0.20886917,0.06090666,-0.20368853,0.1981631,-0.094792366,0.18945193,0.32495478,-0.10361368,-0.15954837,0.1713667,-0.16006312,-0.27089962,0.09782792,-0.054847147,0.21146844,-0.19075267,0.083421335,-0.18321188,-0.16817775,-0.23381743,-0.17028968,0.15743983,-0.17717086,-0.04288612,-0.196621,-0.14240293,-0.2922912,-0.22585902,0.15708514,-0.01324106,0.0615639,-0.144563,0.0670491,-0.16564314,-0.47487947,-0.16249512,-0.1667925,-0.5192772,0.031701863,-0.27843082,-0.2863905,0.5708445,0.18563779,-0.08477194,0.023849778,0.07860268,-0.002048117,0.05183978,-0.1072946,0.06385788,0.1531058,-0.07204944,0.026522733,0.15706801,-0.24487332,-0.2893677,0.2652721,-0.40475655,0.025232315,0.16091424,0.34415242,0.34833145,0.14158231,0.18544848,-0.15833846,0.1637809,-0.2515943,0.16358082,0.17910206,-0.0017442829,-0.31485575,0.10688877,-0.23491661,0.30992344,0.23939018,-0.013063283,-0.14983717,-0.24276523,0.19375676,-0.17207211,-0.23944941,0.12759058,-0.23757508,0.15978684,-0.1855037,-0.102425255,-0.2773944,-0.039061595,0.090217546,-0.13871816,0.22340553,0.1730708,-0.20578572,-0.015531444,-0.1472007,-0.054239158,-0.30776995,0.123574056,-0.1640498,-0.023989923,-0.14027435,0.08258724,0.06714472,-0.009665227,-0.32289416,0.005604545,-0.09594705,0.07658688,0.03986762,0.08273569,-0.14536619,0.2349168,0.1138439,-0.092522226,-0.38204724,-0.04660764,-0.112138
f8_i1,0.2065673,0.22883984,-0.08167022,-0.01913666,0.13029063,0.16686088,0.0032578476,-0.16801165,0.44330147,-0.25753695,0.25873098,-0.15951625,-0.33645868,-0.19818473,0.09403635,-0.025993273,-0.1777289,0.13033722,-0.09347008,0.2109973,-0.4026475,0.15844592,-0.0722493,-0.14439131,0.2744678,0.3891694,-0.27176264,0.22162631,-0.20200509,-0.11622537,0.023484621,0.19058871,0.054719236,0.33434278,-0.16522714,-0.29164892,-0.43467373,-0.13833863,-0.029209664,-0.06928865,0.33989662,0.032214534,0.078175604,0.045261804,0.109647766,-0.1420713,0.15694155,-0.08434383,-0.13243026,0.52057064,0.13750516,-0.12416136,0.15452018,-0.14071839,-0.15476225,-0.10800975,0.65706944,-0.09628657,0.17047887,0.24571069,0.14601032,0.19742186,0.23472244,0.23102778,-0.28875747,-0.06600743,0.08759307,0.27009246,0.026428955,0.24110071,0.11113655,-0.12963285,-0.054749057,0.21657747,0.1505608,-0.2595914,0.10029973,0.17795804,-0.105585724,-0.13145776,-0.15692028,0.67188036,-0.099785216,0.2381757,0.23060282,-0.22971721,0.28849894,-0.11956787,0.13186456,0.27008203,-0.16214141,-0.33255044,0.3158524,-0.104222775,0.5123716,0.15551779,-0.20338577,0.14524211,-0.25924343,0.22763501,0.4428251,-0.1999176,0.03848429,-0.24872106,0.12929809,-0.14716929,-0.1196102,-0.081025206,-0.30353037,0.045109965,-0.08048904,0.2002417,-0.1663816,-0.08096197,-0.17540279,0.25261098,-0.28895253,0.3014947,-0.15592255,-0.14186426,0.122129925,0.13570002,-0.21846285,-0.34183237,0.08914643,0.16391917,0.055082403,0.098617494,0.3157814,0.0953784,-0.36458397,-0.16574143,0.40552315,0.093048036,0.21667871,0.16893633,0.08006381,-0.14060147,-0.12649363,0.16387594,-0.17212287,0.2035316,0.12483269,0.16034742,-0.03101856,0.1620387,0.08700038,-0.17946343,0.16353332,-0.2174844,-0.20783658,0.30278742,-0.017954206,-0.10129916,0.24495417,-0.15678473,0.03206153,0.13513152,0.26454467,-0.10017827,-0.03235796,0.18042104,-0.17870736,-0.25727573,0.008292241,-0.2267199,0.31510448,-0.23610738,-0.30957037,-0.07559939,-0.22320968,0.21667679,-0.2508004,0.18204293,0.048445184,-0.28833163,0.13323554,-0.20849527,0.008083585,-0.18916579,-0.02015687,0.26901194,0.2515861,-0.2543078,0.25410536,0.18708299,0.14851294,-0.14404911,0.17741986,-0.19402947,0.0027218047,0.06595323,0.059470568,0.1811399,0.28204742,0.09900324,-0.1894718,-0.325319,-0.03202357,-0.23323493
f8_i2,0.28006423,0.19370537,-0.17918362,-0.22887962,0.16996984,0.15399055,0.18852071,-0.10575782,0.022247763,-0.07906143,0.18713999,-0.16629909,-0.066444404,-0.18983431,-0.24276671,-0.20536116,-0.32279193,0.1692956,-0.0061331717,0.24945925,-0.24493673,0.067585126,-0.068843044,0.06485961,0.2096658,0.18693745,0.2557788,0.23119222,-0.14343068,-0.14066502,-0.11573151,0.23258062,0.24146172,0.3196591,-0.23836105,-0.23074557,-0.33213064,-0.1879505,-0.25282124,-0.18218711,0.75809586,-0.011615017,0.16482647,0.2053227,0.22356051,-0.12291792,0.15129326,-0.20370404,-0.06726413,0.028696252,0.24816011,-0.19121972,0.26089764,-0.28743893,-0.17476907,0.04921345,-0.19242343,0.09755193,0.23275448,0.14679733,0.026203278,0.118006565,0.26261866,-0.07115911,-0.17635635,-0.201849,0.12393294,0.44204155,-0.18034524,0.19372152,-0.27822602,-0.2148508,-0.28035632,0.067325674,0.19013306,-0.4318345,0.3020505,0.013566135,-0.26610994,-0.18803762,-0.49927264,0.07852702,-0.16380139,0.16198507,-0.17880987,-0.20031127,0.15077868,-0.061501145,0.10092264,0.08532585,-0.27765897,-0.24581341,-0.009320363,-0.2651684,-0.27278715,0.23139222,-0.3737137,0.09825517,-0.12532131,0.15188573,0.074261904,-0.29188198,-0.13109018,-0.20438275,0.14000924,-0.25060764,-0.22123985,-0.10789994,-0.09925104,-0.0953795,0.009441205,0.25714234,-0.42034552,-0.25298372,-0.12502436,0.05616128,-0.03953394,0.04546281,-0.09738184,-0.20547616,0.04511086,0.1939718,-0.39116994,-0.20340833,0.114380404,-0.12233766,0.31845683,0.071030214,0.3581305,-0.029716294,-0.2087289,-0.14194691,0.51853675,0.0796219,-0.41916677,-0.04672819,0.17476588,-0.106245846,-0.20152237,-0.09860567,-0.29815644,0.1579822,0.21460453,0.1495434,0.09129283,0.18432744,0.16996661,-0.20960802,0.17061956,-0.41189823,-0.4158027,0.13378784,0.13362797,-0.70684314,0.016936034,-0.24063982,0.08811252,0.25282514,0.26358092,-0.06533874,-0.19195063,0.26522398,-0.13080761,-0.27347627,0.14971028,-0.2447144,-0.0357303,-0.1903402,-0.0028921096,-0.22134115,-0.1907976,0.17111965,-0.048786737,0.18879849,0.069649905,-0.16275784,-0.085684344,-0.0046226373,-0.016597185,-0.1824502,-0.104798414,-0.2781336,0.13270587,-0.21399125,0.16263069,0.16014184,0.12899803,-0.23813795,0.15876606,-0.10315347,0.14637418,0.21569157,0.18876983,0.2340215,0.15945847,0.026631625,-0.3281076,-0.12257252,0.33906546,-0.21299693
f8_i3,0.37849456,-0.21098284,-0.2208461,-0.29970366,0.2060635,0.10786175,-0.07018889,0.14353073,0.09100042,0.041606277,0.12947895,-0.18019713,-0.54776865,-0.23206294,-0.19704609,-0.22945145,-0.1047683,-0.023433272,0.057588253,0.2074259,-0.17481409,0.22361504,-0.26948702,-0.070623875,0.11420447,0.32211214,-0.079815425,0.09974269,-0.093576975,-0.21400487,-0.07009581,0.18667473,0.27688095,0.35666257,-0.05569569,-0.21887842,-0.17790875,-0.2483316,-0.21498963,-0.062468186,0.037556972,-0.09084093,0.2521541,0.19640353,0.16572048,-0.23458034,0.18379287,-0.2895869,-0.09140751,-0.09984454,0.03155936,0.06929339,0.12002793,-0.25002167,-0.16352563,-0.091562495,0.26593703,-0.03655558,0.20600349,-0.035453424,0.09907402,0.18504897,0.18146333,0.17953524,-0.07285099,-0.08575354,0.030250154,0.36427358,-0.030300215,0.036400914,0.06746704,-0.17455535,0.19485922,0.13528356,0.0995993,-0.08441112,0.16027151,-0.16406374,-0.19770555,-0.20442916,0.16613787,-0.23280045,-0.3125988,0.17223276,0.10089311,-0.18637685,0.11322162,-0.25095877,-0.22913761,0.058276102,-0.28848705,-0.06451055,0.066005744,-0.17960861,-0.01455442,0.27050945,-0.1761317,0.12688854,0.05615564,0.103384,0.26247984,-0.33011687,0.29484084,-0.21769476,0.136769,-0.09547256,-0.24996315,-0.16451152,-0.17243698,-0.4403074,-0.017523963,0.16586646,-0.20800288,0.009306742,0.060151957,0.090009704,-0.2210176,-0.3336383,-0.27699104,-0.11255184,-0.10874131,0.017536422,-0.07314248,-0.4482525,0.51781195,-0.4305326,0.3258674,0.1645491,0.25799286,0.17448625,-0.4031522,-0.032431018,0.012351745,0.06477008,0.11342045,0.2339462,0.2330423,-0.062277358,0.034164056,0.0788368,-0.3579374,0.17851034,0.16651751,0.20513722,0.1259658,0.099654146,0.18357171,-0.1968073,0.10064566,-0.4094899,-0.31550923,0.51712286,0.22445022,-0.09042413,0.08337633,-0.097502485,-0.0317378,0.08659928,-0.15222515,-0.15523003,-0.39085484,0.108335644,-0.036822416,-0.20463653,0.2044997,-0.4189448,0.22592333,-0.15993018,0.005882955,-0.27969933,-0.26170602,0.30108002,-0.4812392,0.14194812,-0.30510306,-0.24703884,0.38597882,-0.059629966,0.21640573,-0.2833116,0.3845959,0.100981236,0.08135816,-0.19058868,0.28439775,0.14291771,0.06968366,-0.1773128,0.19815788,-0.1327461,0.15385908,0.15623508,0.2640045,0.19327062,0.1634128,0.13917613,-0.23998629,-0.31462047,0.28339812,-0.23808335
f8_i4,0.13773209,-0.048447315,-0.040566966,-0.041527204,0.19842994,0.18158855,0.02972974,-0.18130717,0.2796973,0.005309086,0.0034998187,-0.32560143,0.079586275,-0.28935784,-0.18089469,-0.16604297,-0.13979462,0.07095753,-0.12027623,0.24742234,-0.22369409,0.17048204,-0.30854478,0.053767066,0.15971802,0.3613596,-0.13006389,0.124974795,-0.12037869,-0.07613504,-0.24675691,0.14169736,0.010437598,0.12484305,-0.061756253,-0.13168715,-0.12923165,-0.06904076,-0.07868741,-0.23547436,-0.19652139,-0.22199996,0.22474831,0.24637853,0.15411589,-0.19128202,0.19727077,-0.17047027,0.012683341,0.26416796,0.31265545,-0.2637838,0.2747667,-0.23026241,-0.117755994,-0.0016540964,-0.081362166,0.091206364,0.1753247,-0.2136375,0.29092956,0.25880086,0.1743179,0.18495642,-0.09204835,-0.1300955,0.05510766,0.497019,0.06684531,0.26541495,-0.030371388,-0.10010332,-0.15954728,0.13289557,0.1965505,0.11196832,0.2200847,-0.22173618,-0.07842763,-0.23142913,0.155642,0.34144613,-0.09336761,0.094769575,0.02174684,-0.1807256,0.10876665,-0.19248232,0.23843686,-0.13292418,-0.06640793,-0.124698296,0.33082864,-0.03647268,0.040296666,0.0035579645,-0.34404972,-0.094921,-0.08208477,0.086959004,0.058490098,-0.2011239,0.20859754,-0.20924601,0.045209333,-0.17351523,-0.2150234,-0.1655814,-0.18499266,0.052003223,-0.0713284,0.13897264,-0.42999285,0.20226619,-0.10250683,0.04566999,-0.20410685,-0.29414237,-0.25744766,-0.17493552,0.25832835,0.0832302,-0.017000023,-0.17710033,0.54208475,-0.38675138,0.10465088,0.09836752,0.10708986,0.11475348,-0.13906573,0.013624622,0.2503412,0.09937246,0.080966674,0.18162563,0.05372102,-0.015904782,0.14310099,0.6871543,-0.060542807,0.13401681,0.074125625,0.24946724,-0.0153931,0.15460564,0.25431156,-0.07911851,0.3000974,0.01379941,0.031620298,0.20623192,-0.045926113,-0.2705819,0.15973224,-0.23246232,0.2046414,0.19053899,0.24947953,-0.10089305,-0.116618834,0.13837458,-0.07599337,-0.106691316,0.2087985,-0.21573715,0.29224357,-0.21057232,-0.20475967,-0.10846429,-0.25372866,0.2028928,-0.3747941,0.12344646,-0.15588677,-0.21688648,0.1863347,-0.09300086,0.11388935,-0.20151463,0.38723782,-0.10907801,0.2714351,-0.12912855,0.20680659,0.13900635,0.21691838,-0.19161364,0.2486702,-0.3033212,0.1863772,0.23202059,-0.037209,0.19760832,0.2151073,0.08902252,0.20646779,-0.02194048,0.23988764,-0.22584464
f8_i5,0.1746191,0.13979782,-0.099021114,-0.21759166,0.2742396,0.1739199,0.1084419,-0.00032715139,-0.026519526,-0.06365789,0.086781584,-0.18392497,-0.5069076,0.017744554,-0.27431017,-0.16412751,-0.090898424,0.21900824,-0.18795633,0.22471268,0.10487765,0.18684795,-0.25724426,-0.02563713,0.18713993,0.30725816,-0.08474976,0.15014048,-0.23108186,-0.21489646,-0.06445065,0.16380209,0.23751988,0.024068296,-0.19362348,-0.11050919,-0.35511827,-0.17542736,-0.19650868,-0.042795114,0.22499876,-0.2806235,0.14337602,-0.044634283,0.20602569,-0.041680034,0.065513186,-0.24516542,-0.28041285,0.3025471,0.20456536,-0.18908149,0.14328368,-0.025152648,-0.23068902,-0.32370093,-0.19285157,0.2026907,0.1718284,0.35382548,0.11286808,0.20502508,0.27039725,0.18483934,-0.22821423,-0.1489481,0.20411676,-0.42423165,-0.11607468,-0.013604194,-0.22435883,-0.15714219,-0.205886,0.17249765,0.1713459,-0.3607425,-0.038043477,-0.28727946,-0.102091864,-0.060878173,-0.35045555,0.29296795,-0.24466078,0.1574995,0.14478706,-0.1446457,0.20458162,-0.21537575,0.08891871,-0.008489406,-0.18171473,-0.31209058,0.0330392,-0.22233897,0.14493057,0.21038727,-0.20859797,0.03989306,0.11957953,0.21999563,-0.17625281,-0.12692963,0.61678916,-0.15358827,0.20466216,-0.16602108,-0.28248137,-0.21161556,-0.21419814,-0.3437796,-0.25475177,0.11166432,0.23265994,-0.2504778,0.008361942,0.13938798,-0.088645965,-0.32080188,-0.05676287,-0.09834872,0.18999487,-0.06393823,-0.04733558,0.050551403,0.07132848,0.100853264,0.3271104,0.0737796,-0.12080375,0.21757793,-0.16866419,-0.15320592,0.10904635,0.16128343,0.010119197,0.17898798,0.15977588,0.030984325,-0.23756245,-0.48987913,0.05358246,0.2365842,0.08463944,-0.013598973,0.13556017,0.058106177,0.13959502,-0.21581537,0.20266047,-0.15607975,-0.023297435,-0.11438251,0.23639342,-0.012254125,0.09194364,-0.09803571,0.12901834,0.079009384,-0.23202793,-0.20226353,-0.5017725,0.2236533,-0.24083382,-0.13826509,0.184986,-0.13950288,0.25686246,-0.3238645,-0.17168473,-0.328749,-0.044802718,0.13968015,-0.10330063,0.13677995,-0.05247465,-0.19180843,0.039381936,-0.20683517,0.277992,-0.34746012,-0.09427742,-0.11923022,0.24548581,-0.2240764,0.1479709,0.1775123,0.16129215,0.045873176,0.13660158,-0.22316292,0.21500176,0.15665771,0.24314666,0.23456255,0.2666936,0.1125936,-0.003242597,-0.12613367,0.39189684,-0.2034394
f9_i1,0.21495347,0.12364961,-0.15037115,0.0071497755,0.26141557,0.15684271,0.16255236,-0.3196538,0.07721809,-0.3821367,0.20554136,-0.18469395,0.013691566,-0.17561454,-0.39644238,-0.06464102,-0.103387445,0.12151937,-0.23505117,0.26685742,-0.36399922,0.1807572,-0.044688426,0.08056895,0.20328847,0.17668116,-0.25912744,0.021624446,-0.18404107,-0.16986468,-0.123615526,0.0749843,0.07776541,0.14782153,-0.2453468,-0.1403252,-0.01567784,-0.07427527,-0.25945172,-0.12497769,-0.050469667,-0.35248837,0.07048245,0.26891956,0.19926527,-0.19880334,0.06979676,-0.141109,-0.16318001,-0.2428952,0.1350482,-0.2157478,0.0891419,-0.14911197,-0.15568511,-0.017109424,0.09726802,0.12642986,0.10431124,0.23687086,0.3516869,0.22786799,0.28998166,0.0013000409,-0.17432816,-0.042808298,0.21040003,0.1482502,0.048560012,0.253576,-0.29390836,-0.31126752,0.07359617,0.22392416,0.23684244,-0.25971907,0.20803875,-0.25689608,-0.10456583,-0.110512175,-0.1989108,-0.11618238,-0.08614064,0.16073756,0.0633563,-0.3126557,0.049788266,-0.102809764,0.24788257,0.45066044,-0.074568145,-0.30400684,0.12357836,-0.27318892,-0.0175952,0.3082659,-0.18074726,0.1919777,0.017557515,0.11385026,0.37120533,-0.08439953,0.113917276,-0.13821067,0.3452138,-0.15844269,-0.0054614684,-0.088860504,-0.19299732,0.2816685,-0.09147852,0.23719448,0.051947277,-0.14580989,-0.037948918,0.29290178,-0.14077248,-0.03358363,-0.13213421,-0.20057543,-0.21003808,0.13463879,-0.34893024,-0.0931675,0.18113299,-0.09533639,0.19664383,0.2158506,0.124635264,0.16288856,-0.1967696,-0.09586989,0.07731935,0.22711077,0.17793983,0.097903155,0.22287203,-0.17813937,-0.19664283,0.09487617,-0.06628899,0.072520114,0.12802514,0.29226127,0.25322667,0.26247147,0.24636388,-0.18519828,0.1586728,-0.37005946,-0.47179422,0.2697001,0.21231873,-0.075094745,0.16998972,-0.17828904,0.15327199,0.26359877,-0.18347582,-0.13416258,-0.30760834,0.10761373,-0.127143,-0.122508906,0.27715427,-0.14735365,0.06580289,-0.3313956,-0.39305535,-0.10900806,-0.017206741,0.1360311,-0.28325653,0.12886283,0.19009876,-0.17795394,0.05369149,-0.10888058,0.3456599,-0.34512532,-0.026292615,-0.2756104,0.15265676,-0.20983064,0.2876523,0.08409671,0.12397549,-0.29502037,0.14440353,-0.12382618,0.28155112,0.26631206,0.3311622,0.13384742,0.15173158,0.075724475,-0.1358205,-0.1624314,0.3121356,-0.19207105
f9_i2,0.09028964,0.012709704,-0.13629472,-0.277251,0.15517631,0.23454177,-0.04467518,-0.34995183,0.2614363,-0.27767313,0.17943521,-0.16564228,-0.4165955,-0.07824433,-0.04851895,-0.28506505,-0.12675339,0.20427704,-0.1588929,0.18443821,0.083227545,0.00014341326,0.046511084,0.010226892,0.16926596,0.3082503,-0.18649755,0.17450601,-0.104051985,-0.20746467,-0.06023946,0.16160718,0.02819959,0.3796645,-0.042106412,-0.11376376,-0.2195601,-0.13107677,-0.18441285,-0.2903228,-0.035936218,-0.17306805,0.08937244,0.2748025,0.1805354,-0.15230171,0.14721584,-0.33548874,-0.20892783,-0.29115584,-0.077122904,-0.22617832,0.14490756,-0.30251077,-0.14010191,0.023712428,-0.16268566,0.19488767,0.25241175,-0.32251096,0.055265013,0.13118222,0.22597723,0.39847374,-0.2507822,-0.091035016,0.16495217,0.05896413,-0.16405095,0.35983658,-0.011788376,-0.12711187,0.0022980063,0.04075241,0.1775839,-0.17253853,-0.17065057,-0.2259947,-0.25168526,-0.12604398,-0.031008633,0.5642044,-0.18645586,0.18156768,0.27390164,-0.012123581,0.13202834,-0.008239135,-0.0014724279,0.08147585,-0.14051928,-0.40162885,-0.0027354958,-0.030471753,0.32678983,0.2751599,-0.18927415,0.27948397,-0.13462794,0.06442878,-0.027108092,-0.05236593,0.2331768,-0.07215755,0.35056394,-0.17099659,-0.20957965,-0.27254856,-0.07643866,0.30020797,-0.12327448,0.07338256,-0.022828028,-0.34151763,-0.14886846,0.02833227,-0.17442387,0.40343085,-0.12343768,-0.14403544,-0.36685047,0.27447823,-0.34855738,-0.08502532,0.062115256,-0.4687108,0.12326976,0.08710656,0.08282048,0.25323877,-0.26518154,-0.16467503,-0.118129775,-0.0108090285,0.20909509,0.30147016,0.18280327,-0.12936354,-0.11100201,0.14958784,-0.03045986,0.26231617,0.018588884,0.26702097,0.11430618,0.160398,-0.021588134,-0.032129195,0.22567001,-0.33897924,-0.029692875,0.23521219,0.044922568,-0.2062673,0.08533304,-0.11120315,0.05984359,0.14002816,-0.4145932,-0.220998,-0.059301924,0.21913704,-0.020205025,-0.13989958,0.2799187,-0.15803196,0.20553504,-0.17857754,-0.23446189,0.034135364,-0.17877978,0.15817536,0.3281897,0.07068597,-0.13115604,-0.15983604,0.15519485,-0.16344492,0.024909722,0.01717769,0.23634575,0.058292072,0.2466617,-0.14739178,0.1979233,0.24014702,0.28472388,-0.2478296,0.24426596,-0.27818626,0.16323121,-0.04866768,0.2610964,0.27705258,0.17725022,0.0041137575,-0.061305944,0.039274916,0.26653603,-0.1778953
